#sid	name	note	sample_env	keywords_clean	taxa_stats	num_rids	num_hq_runs	rids	projects	publications
ERS4518611	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":24222,"totalotus":132,"otus":["90_61;96_130;97_140","90_782;96_3985;97_4901","90_807;96_8441;97_10161"],"otutax":["Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria;Firmicutes;Clostridia;Eubacteriales","Bacteria;Firmicutes;Clostridia"],"counts":[3890,1935,1348]}	1	1	ERR4037597	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518612	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":31051,"totalotus":145,"otus":["90_110;96_1123;97_1318","90_21;96_994;97_24784","90_21;96_1574;97_1880"],"otutax":["Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"],"counts":[3347,1852,1645]}	1	1	ERR4037598	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518613	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":50294,"totalotus":216,"otus":["90_61;96_130;97_140","90_259;96_2789;97_3428","90_21;96_363;97_408"],"otutax":["Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"],"counts":[2510,1552,473]}	1	1	ERR4037599	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518614	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":31743,"totalotus":112,"otus":["90_16;96_3451;97_4234","90_16;96_5359;97_6472","90_217;96_789;97_918"],"otutax":["Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia","Bacteria;Firmicutes;Clostridia;Eubacteriales","Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister"],"counts":[1172,1065,940]}	1	1	ERR4037600	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518615	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":47729,"totalotus":138,"otus":["90_782;96_3985;97_4901","90_24;96_920;97_1072","90_110;96_1123;97_1318"],"otutax":["Bacteria;Firmicutes;Clostridia;Eubacteriales","Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes"],"counts":[3067,2454,1540]}	1	1	ERR4037601	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518616	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":41209,"totalotus":118,"otus":["90_61;96_130;97_140","90_21;96_363;97_408","90_110;96_1123;97_1318"],"otutax":["Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes"],"counts":[7620,1725,1497]}	1	1	ERR4037602	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518617	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":20260,"totalotus":114,"otus":["90_21;96_994;97_24784","90_110;96_1123;97_1318","90_21;96_89;97_94"],"otutax":["Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"],"counts":[2151,1817,1002]}	1	1	ERR4037603	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518618	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":23199,"totalotus":152,"otus":["90_782;96_3985;97_4901","90_220;96_5190;97_6264","90_807;96_8441;97_10161"],"otutax":["Bacteria;Firmicutes;Clostridia;Eubacteriales","Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium","Bacteria;Firmicutes;Clostridia"],"counts":[2427,1472,633]}	1	1	ERR4037604	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518619	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":65910,"totalotus":185,"otus":["90_782;96_3985;97_4901","90_220;96_1410;97_1683","90_10160;96_62791;97_81406"],"otutax":["Bacteria;Firmicutes;Clostridia;Eubacteriales","Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus","Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae"],"counts":[8502,1069,780]}	1	1	ERR4037605	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518620	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":41819,"totalotus":134,"otus":["90_21;96_89;97_94","90_126;96_972;97_1132","90_229;96_9884;97_11925"],"otutax":["Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides","Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae"],"counts":[1207,1023,780]}	1	1	ERR4037606	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518621	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":61212,"totalotus":196,"otus":["90_782;96_3985;97_4901","90_220;96_5190;97_6264","90_21;96_363;97_408"],"otutax":["Bacteria;Firmicutes;Clostridia;Eubacteriales","Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"],"counts":[5422,5004,2251]}	1	1	ERR4037607	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4518622	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":34808,"totalotus":166,"otus":["90_220;96_5190;97_6264","90_61;96_130;97_140","90_110;96_35697;97_45344"],"otutax":["Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes"],"counts":[3222,1171,1019]}	1	1	ERR4037608	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
